,zone,time,MAC,dust,superdust,tvoc,temp,humid
585,주거단지,2022-02-16T06:00:00.000Z,225399960593880,25,28,389.0,3,26
586,미래형 자동차1,2022-02-16T06:00:00.000Z,226499472221656,16,20,271.0,2,29
587,미래형 자동차2,2022-02-16T06:00:00.000Z,227598983849432,23,26,719.0,2,29
588,미래형 자동차3,2022-02-16T06:00:00.000Z,228698495477208,20,22,728.0,1,29
589,R&D 연구시설단지,2022-02-16T06:00:00.000Z,229798007104984,22,28,229.0,2,28
590,주거단지,2022-02-16T07:00:00.000Z,225399960593880,21,23,441.0,2,25
591,미래형 자동차1,2022-02-16T07:00:00.000Z,226499472221656,14,18,271.0,1,28
592,미래형 자동차2,2022-02-16T07:00:00.000Z,227598983849432,19,21,701.0,1,27
593,미래형 자동차3,2022-02-16T07:00:00.000Z,228698495477208,17,18,755.0,1,28
594,R&D 연구시설단지,2022-02-16T07:00:00.000Z,229798007104984,20,26,225.0,1,27
595,주거단지,2022-02-16T08:00:00.000Z,225399960593880,21,23,476.0,1,27
596,미래형 자동차1,2022-02-16T08:00:00.000Z,226499472221656,13,17,276.0,0,30
597,미래형 자동차2,2022-02-16T08:00:00.000Z,227598983849432,18,20,738.0,0,30
598,미래형 자동차3,2022-02-16T08:00:00.000Z,228698495477208,16,17,738.0,0,29
599,R&D 연구시설단지,2022-02-16T08:00:00.000Z,229798007104984,20,25,247.0,0,29
600,주거단지,2022-02-16T09:00:00.000Z,225399960593880,22,25,525.0,-1,30
601,미래형 자동차1,2022-02-16T09:00:00.000Z,226499472221656,14,17,270.0,-2,33
602,미래형 자동차2,2022-02-16T09:00:00.000Z,227598983849432,18,21,710.0,-2,33
603,미래형 자동차3,2022-02-16T09:00:00.000Z,228698495477208,17,18,700.0,-1,32
604,R&D 연구시설단지,2022-02-16T09:00:00.000Z,229798007104984,24,31,304.0,-2,32
605,주거단지,2022-02-16T10:00:00.000Z,225399960593880,23,27,428.0,-2,34
606,미래형 자동차1,2022-02-16T10:00:00.000Z,226499472221656,14,17,271.0,-3,37
607,미래형 자동차2,2022-02-16T10:00:00.000Z,227598983849432,20,23,720.0,-3,36
608,미래형 자동차3,2022-02-16T10:00:00.000Z,228698495477208,18,19,632.0,-2,36
609,R&D 연구시설단지,2022-02-16T10:00:00.000Z,229798007104984,21,27,322.0,-3,35
610,주거단지,2022-02-16T11:00:00.000Z,225399960593880,19,22,286.0,-3,33
611,미래형 자동차1,2022-02-16T11:00:00.000Z,226499472221656,13,16,267.0,-3,36
612,미래형 자동차2,2022-02-16T11:00:00.000Z,227598983849432,16,18,706.0,-3,36
613,미래형 자동차3,2022-02-16T11:00:00.000Z,228698495477208,14,15,607.0,-3,35
614,R&D 연구시설단지,2022-02-16T11:00:00.000Z,229798007104984,19,25,378.0,-3,34
615,주거단지,2022-02-16T12:00:00.000Z,225399960593880,15,18,209.0,-3,33
616,미래형 자동차1,2022-02-16T12:00:00.000Z,226499472221656,12,15,258.0,-4,36
617,미래형 자동차2,2022-02-16T12:00:00.000Z,227598983849432,13,15,683.0,-4,35
618,미래형 자동차3,2022-02-16T12:00:00.000Z,228698495477208,12,13,620.0,-4,34
619,R&D 연구시설단지,2022-02-16T12:00:00.000Z,229798007104984,18,23,246.0,-4,33
620,주거단지,2022-02-16T13:00:00.000Z,225399960593880,13,16,218.0,-4,35
621,미래형 자동차1,2022-02-16T13:00:00.000Z,226499472221656,11,14,252.0,-5,38
622,미래형 자동차2,2022-02-16T13:00:00.000Z,227598983849432,11,13,739.0,-4,37
623,미래형 자동차3,2022-02-16T13:00:00.000Z,228698495477208,10,11,621.0,-4,37
624,R&D 연구시설단지,2022-02-16T13:00:00.000Z,229798007104984,17,22,205.0,-4,36
625,주거단지,2022-02-16T14:00:00.000Z,225399960593880,15,18,278.0,-4,37
626,미래형 자동차1,2022-02-16T14:00:00.000Z,226499472221656,11,14,255.0,-5,40
627,미래형 자동차2,2022-02-16T14:00:00.000Z,227598983849432,12,15,764.0,-5,39
628,미래형 자동차3,2022-02-16T14:00:00.000Z,228698495477208,11,12,623.0,-5,39
629,R&D 연구시설단지,2022-02-16T14:00:00.000Z,229798007104984,19,24,195.0,-5,39
630,주거단지,2022-02-16T15:00:00.000Z,225399960593880,13,16,249.0,-5,36
631,미래형 자동차1,2022-02-16T15:00:00.000Z,226499472221656,11,14,249.0,-5,39
632,미래형 자동차2,2022-02-16T15:00:00.000Z,227598983849432,11,14,766.0,-5,38
633,미래형 자동차3,2022-02-16T15:00:00.000Z,228698495477208,10,11,654.0,-5,38
634,R&D 연구시설단지,2022-02-16T15:00:00.000Z,229798007104984,18,22,196.0,-5,37
635,주거단지,2022-02-16T16:00:00.000Z,225399960593880,13,15,241.0,-5,38
636,미래형 자동차1,2022-02-16T16:00:00.000Z,226499472221656,11,14,251.0,-6,41
637,미래형 자동차2,2022-02-16T16:00:00.000Z,227598983849432,11,14,778.0,-6,40
638,미래형 자동차3,2022-02-16T16:00:00.000Z,228698495477208,10,11,667.0,-5,40
639,R&D 연구시설단지,2022-02-16T16:00:00.000Z,229798007104984,17,22,187.0,-6,39
640,주거단지,2022-02-16T17:00:00.000Z,225399960593880,13,16,259.0,-5,38
641,미래형 자동차1,2022-02-16T17:00:00.000Z,226499472221656,11,14,249.0,-6,42
642,미래형 자동차2,2022-02-16T17:00:00.000Z,227598983849432,12,14,755.0,-6,40
643,미래형 자동차3,2022-02-16T17:00:00.000Z,228698495477208,11,12,671.0,-6,40
644,R&D 연구시설단지,2022-02-16T17:00:00.000Z,229798007104984,18,23,193.0,-6,39
645,주거단지,2022-02-16T18:00:00.000Z,225399960593880,16,20,229.0,-6,41
646,미래형 자동차1,2022-02-16T18:00:00.000Z,226499472221656,12,15,251.0,-6,43
647,미래형 자동차2,2022-02-16T18:00:00.000Z,227598983849432,14,17,758.0,-6,43
648,미래형 자동차3,2022-02-16T18:00:00.000Z,228698495477208,13,15,648.0,-6,43
649,R&D 연구시설단지,2022-02-16T18:00:00.000Z,229798007104984,21,27,200.0,-7,42
650,주거단지,2022-02-16T19:00:00.000Z,225399960593880,21,27,245.0,-7,42
651,미래형 자동차1,2022-02-16T19:00:00.000Z,226499472221656,13,16,247.0,-7,45
652,미래형 자동차2,2022-02-16T19:00:00.000Z,227598983849432,18,22,755.0,-7,43
653,미래형 자동차3,2022-02-16T19:00:00.000Z,228698495477208,16,18,624.0,-7,43
654,R&D 연구시설단지,2022-02-16T19:00:00.000Z,229798007104984,26,33,206.0,-7,42
655,주거단지,2022-02-16T20:00:00.000Z,225399960593880,24,29,176.0,-7,43
656,미래형 자동차1,2022-02-16T20:00:00.000Z,226499472221656,14,17,244.0,-8,46
657,미래형 자동차2,2022-02-16T20:00:00.000Z,227598983849432,21,25,726.0,-7,45
658,미래형 자동차3,2022-02-16T20:00:00.000Z,228698495477208,19,21,451.0,-7,44
659,R&D 연구시설단지,2022-02-16T20:00:00.000Z,229798007104984,28,36,228.0,-8,43
660,주거단지,2022-02-16T21:00:00.000Z,225399960593880,26,33,313.0,-7,43
661,미래형 자동차1,2022-02-16T21:00:00.000Z,226499472221656,15,18,259.0,-8,46
662,미래형 자동차2,2022-02-16T21:00:00.000Z,227598983849432,23,28,766.0,-8,45
663,미래형 자동차3,2022-02-16T21:00:00.000Z,228698495477208,21,23,530.0,-7,44
664,R&D 연구시설단지,2022-02-16T21:00:00.000Z,229798007104984,29,38,253.0,-8,44
665,주거단지,2022-02-16T22:00:00.000Z,225399960593880,34,42,753.0,-7,45
666,미래형 자동차1,2022-02-16T22:00:00.000Z,226499472221656,16,21,265.0,-7,47
667,미래형 자동차2,2022-02-16T22:00:00.000Z,227598983849432,28,33,855.0,-7,46
668,미래형 자동차3,2022-02-16T22:00:00.000Z,228698495477208,26,29,616.0,-7,46
669,R&D 연구시설단지,2022-02-16T22:00:00.000Z,229798007104984,32,41,478.0,-7,45
670,주거단지,2022-02-16T23:00:00.000Z,225399960593880,34,42,418.0,-6,42
671,미래형 자동차1,2022-02-16T23:00:00.000Z,226499472221656,17,22,303.0,-3,36
672,미래형 자동차2,2022-02-16T23:00:00.000Z,227598983849432,29,34,705.0,-3,37
673,미래형 자동차3,2022-02-16T23:00:00.000Z,228698495477208,26,28,456.0,-5,39
674,R&D 연구시설단지,2022-02-16T23:00:00.000Z,229798007104984,31,40,1329.0,-4,38
675,주거단지,2022-02-17T00:00:00.000Z,225399960593880,34,41,245.0,-4,38
676,미래형 자동차1,2022-02-17T00:00:00.000Z,226499472221656,18,23,305.0,-1,33
677,미래형 자동차2,2022-02-17T00:00:00.000Z,227598983849432,30,35,702.0,-2,33
678,미래형 자동차3,2022-02-17T00:00:00.000Z,228698495477208,27,30,463.0,-3,35
679,R&D 연구시설단지,2022-02-17T00:00:00.000Z,229798007104984,33,42,862.0,-3,34
680,주거단지,2022-02-17T01:00:00.000Z,225399960593880,32,38,226.0,-2,33
681,미래형 자동차1,2022-02-17T01:00:00.000Z,226499472221656,18,22,300.0,-2,33
682,미래형 자동차2,2022-02-17T01:00:00.000Z,227598983849432,28,32,700.0,-2,33
683,미래형 자동차3,2022-02-17T01:00:00.000Z,228698495477208,25,28,473.0,-3,35
684,R&D 연구시설단지,2022-02-17T01:00:00.000Z,229798007104984,33,42,381.0,-3,34
685,주거단지,2022-02-17T02:00:00.000Z,225399960593880,27,31,255.0,0,28
686,미래형 자동차1,2022-02-17T02:00:00.000Z,226499472221656,17,21,295.0,0,30
687,미래형 자동차2,2022-02-17T02:00:00.000Z,227598983849432,24,28,721.0,0,29
688,미래형 자동차3,2022-02-17T02:00:00.000Z,228698495477208,21,23,529.0,-1,31
689,R&D 연구시설단지,2022-02-17T02:00:00.000Z,229798007104984,28,35,288.0,-2,30
690,주거단지,2022-02-17T03:00:00.000Z,225399960593880,23,26,336.0,2,23
691,미래형 자동차1,2022-02-17T03:00:00.000Z,226499472221656,15,19,283.0,1,26
692,미래형 자동차2,2022-02-17T03:00:00.000Z,227598983849432,20,23,687.0,2,24
693,미래형 자동차3,2022-02-17T03:00:00.000Z,228698495477208,18,19,578.0,1,26
694,R&D 연구시설단지,2022-02-17T03:00:00.000Z,229798007104984,24,30,323.0,0,26
695,주거단지,2022-02-17T04:00:00.000Z,225399960593880,24,27,312.0,3,22
696,미래형 자동차1,2022-02-17T04:00:00.000Z,226499472221656,15,19,288.0,3,23
697,미래형 자동차2,2022-02-17T04:00:00.000Z,227598983849432,21,24,695.0,1,25
698,미래형 자동차3,2022-02-17T04:00:00.000Z,228698495477208,19,20,581.0,0,26
699,R&D 연구시설단지,2022-02-17T04:00:00.000Z,229798007104984,25,32,269.0,1,24
700,주거단지,2022-02-17T05:00:00.000Z,225399960593880,24,27,316.0,3,21
701,미래형 자동차1,2022-02-17T05:00:00.000Z,226499472221656,15,19,277.0,3,23
702,미래형 자동차2,2022-02-17T05:00:00.000Z,227598983849432,21,24,702.0,2,23
703,미래형 자동차3,2022-02-17T05:00:00.000Z,228698495477208,18,20,576.0,1,25
704,R&D 연구시설단지,2022-02-17T05:00:00.000Z,229798007104984,24,31,245.0,2,22
705,주거단지,2022-02-17T06:00:00.000Z,225399960593880,24,27,314.0,2,21
706,미래형 자동차1,2022-02-17T06:00:00.000Z,226499472221656,16,20,294.0,2,22
707,미래형 자동차2,2022-02-17T06:00:00.000Z,227598983849432,22,24,699.0,2,22
708,미래형 자동차3,2022-02-17T06:00:00.000Z,228698495477208,19,21,567.0,2,23
709,R&D 연구시설단지,2022-02-17T06:00:00.000Z,229798007104984,24,30,263.0,3,21
710,주거단지,2022-02-17T07:00:00.000Z,225399960593880,24,28,294.0,2,21
711,미래형 자동차1,2022-02-17T07:00:00.000Z,226499472221656,16,20,294.0,2,22
712,미래형 자동차2,2022-02-17T07:00:00.000Z,227598983849432,22,25,694.0,2,22
713,미래형 자동차3,2022-02-17T07:00:00.000Z,228698495477208,20,21,578.0,2,22
714,R&D 연구시설단지,2022-02-17T07:00:00.000Z,229798007104984,24,31,292.0,2,20
715,주거단지,2022-02-17T08:00:00.000Z,225399960593880,26,30,211.0,1,22
716,미래형 자동차1,2022-02-17T08:00:00.000Z,226499472221656,16,20,303.0,1,23
717,미래형 자동차2,2022-02-17T08:00:00.000Z,227598983849432,24,27,667.0,1,23
718,미래형 자동차3,2022-02-17T08:00:00.000Z,228698495477208,21,23,457.0,1,23
719,R&D 연구시설단지,2022-02-17T08:00:00.000Z,229798007104984,25,32,329.0,2,21
720,주거단지,2022-02-17T09:00:00.000Z,225399960593880,30,36,308.0,0,23
721,미래형 자동차1,2022-02-17T09:00:00.000Z,226499472221656,16,21,305.0,0,24
722,미래형 자동차2,2022-02-17T09:00:00.000Z,227598983849432,27,30,534.0,0,25
723,미래형 자동차3,2022-02-17T09:00:00.000Z,228698495477208,23,25,300.0,0,25
724,R&D 연구시설단지,2022-02-17T09:00:00.000Z,229798007104984,28,35,576.0,0,23
725,주거단지,2022-02-17T10:00:00.000Z,225399960593880,34,42,970.0,0,26
726,미래형 자동차1,2022-02-17T10:00:00.000Z,226499472221656,18,23,422.0,-1,28
727,미래형 자동차2,2022-02-17T10:00:00.000Z,227598983849432,31,35,799.0,-1,28
728,미래형 자동차3,2022-02-17T10:00:00.000Z,228698495477208,28,30,616.0,-1,28
729,R&D 연구시설단지,2022-02-17T10:00:00.000Z,229798007104984,29,37,1390.0,-1,26
730,주거단지,2022-02-17T11:00:00.000Z,225399960593880,41,52,1694.0,-1,27
731,미래형 자동차1,2022-02-17T11:00:00.000Z,226499472221656,20,26,868.0,-3,32
732,미래형 자동차2,2022-02-17T11:00:00.000Z,227598983849432,35,42,1181.0,-3,33
733,미래형 자동차3,2022-02-17T11:00:00.000Z,228698495477208,31,34,1190.0,-2,33
734,R&D 연구시설단지,2022-02-17T11:00:00.000Z,229798007104984,27,35,1777.0,-3,38
735,주거단지,2022-02-17T12:00:00.000Z,225399960593880,41,53,1996.0,-2,30
736,미래형 자동차1,2022-02-17T12:00:00.000Z,226499472221656,20,25,1041.0,-3,34
737,미래형 자동차2,2022-02-17T12:00:00.000Z,227598983849432,35,42,1412.0,-4,35
738,미래형 자동차3,2022-02-17T12:00:00.000Z,228698495477208,33,36,1500.0,-3,33
739,R&D 연구시설단지,2022-02-17T12:00:00.000Z,229798007104984,32,41,,-5,37
740,주거단지,2022-02-17T13:00:00.000Z,225399960593880,40,52,,-3,36
741,미래형 자동차1,2022-02-17T13:00:00.000Z,226499472221656,21,27,1388.0,-4,39
742,미래형 자동차2,2022-02-17T13:00:00.000Z,227598983849432,35,42,1406.0,-5,43
743,미래형 자동차3,2022-02-17T13:00:00.000Z,228698495477208,33,36,1489.0,-4,39
744,R&D 연구시설단지,2022-02-17T13:00:00.000Z,229798007104984,34,43,,-6,44
745,주거단지,2022-02-17T14:00:00.000Z,225399960593880,41,53,,-4,39
746,미래형 자동차1,2022-02-17T14:00:00.000Z,226499472221656,20,26,1407.0,-5,47
747,미래형 자동차2,2022-02-17T14:00:00.000Z,227598983849432,37,45,1453.0,-6,43
748,미래형 자동차3,2022-02-17T14:00:00.000Z,228698495477208,34,37,1468.0,-5,43
749,R&D 연구시설단지,2022-02-17T14:00:00.000Z,229798007104984,38,49,,-7,43
750,주거단지,2022-02-17T15:00:00.000Z,225399960593880,40,52,,-5,42
751,미래형 자동차1,2022-02-17T15:00:00.000Z,226499472221656,21,26,,-6,47
752,미래형 자동차2,2022-02-17T15:00:00.000Z,227598983849432,38,46,1459.0,-7,47
753,미래형 자동차3,2022-02-17T15:00:00.000Z,228698495477208,34,37,1463.0,-6,46
754,R&D 연구시설단지,2022-02-17T15:00:00.000Z,229798007104984,39,50,,-7,46
755,주거단지,2022-02-17T16:00:00.000Z,225399960593880,42,54,,-5,45
756,미래형 자동차1,2022-02-17T16:00:00.000Z,226499472221656,21,26,,-7,52
757,미래형 자동차2,2022-02-17T16:00:00.000Z,227598983849432,39,48,1431.0,-7,50
758,미래형 자동차3,2022-02-17T16:00:00.000Z,228698495477208,34,38,1466.0,-7,49
759,R&D 연구시설단지,2022-02-17T16:00:00.000Z,229798007104984,40,51,,-8,50
760,주거단지,2022-02-17T17:00:00.000Z,225399960593880,41,53,,-6,46
761,미래형 자동차1,2022-02-17T17:00:00.000Z,226499472221656,22,28,,-7,53
762,미래형 자동차2,2022-02-17T17:00:00.000Z,227598983849432,39,48,1469.0,-8,51
763,미래형 자동차3,2022-02-17T17:00:00.000Z,228698495477208,35,39,1411.0,-7,50
764,R&D 연구시설단지,2022-02-17T17:00:00.000Z,229798007104984,41,53,1872.0,-8,51
765,주거단지,2022-02-17T18:00:00.000Z,225399960593880,44,57,,-7,51
766,미래형 자동차1,2022-02-17T18:00:00.000Z,226499472221656,21,26,,-8,55
767,미래형 자동차2,2022-02-17T18:00:00.000Z,227598983849432,41,51,1476.0,-8,54
768,미래형 자동차3,2022-02-17T18:00:00.000Z,228698495477208,38,42,1505.0,-8,54
769,R&D 연구시설단지,2022-02-17T18:00:00.000Z,229798007104984,40,51,,-9,54
770,주거단지,2022-02-17T19:00:00.000Z,225399960593880,45,59,,-7,52
771,미래형 자동차1,2022-02-17T19:00:00.000Z,226499472221656,21,26,,-8,58
772,미래형 자동차2,2022-02-17T19:00:00.000Z,227598983849432,41,50,1487.0,-8,57
773,미래형 자동차3,2022-02-17T19:00:00.000Z,228698495477208,39,43,1574.0,-8,57
774,R&D 연구시설단지,2022-02-17T19:00:00.000Z,229798007104984,39,50,,-9,56
775,주거단지,2022-02-17T20:00:00.000Z,225399960593880,45,59,,-7,54
776,미래형 자동차1,2022-02-17T20:00:00.000Z,226499472221656,20,26,,-9,60
777,미래형 자동차2,2022-02-17T20:00:00.000Z,227598983849432,41,51,1500.0,-9,58
778,미래형 자동차3,2022-02-17T20:00:00.000Z,228698495477208,38,42,1518.0,-8,58
779,R&D 연구시설단지,2022-02-17T20:00:00.000Z,229798007104984,40,52,,-10,58
780,주거단지,2022-02-17T21:00:00.000Z,225399960593880,48,63,,-8,57
781,미래형 자동차1,2022-02-17T21:00:00.000Z,226499472221656,20,25,,-9,64
782,미래형 자동차2,2022-02-17T21:00:00.000Z,227598983849432,42,52,1461.0,-9,60
783,미래형 자동차3,2022-02-17T21:00:00.000Z,228698495477208,40,45,1558.0,-9,61
784,R&D 연구시설단지,2022-02-17T21:00:00.000Z,229798007104984,39,49,,-10,60
785,주거단지,2022-02-17T22:00:00.000Z,225399960593880,52,68,,-8,60
786,미래형 자동차1,2022-02-17T22:00:00.000Z,226499472221656,20,26,1774.0,-8,65
787,미래형 자동차2,2022-02-17T22:00:00.000Z,227598983849432,44,56,1330.0,-8,60
788,미래형 자동차3,2022-02-17T22:00:00.000Z,228698495477208,42,47,1506.0,-8,62
789,R&D 연구시설단지,2022-02-17T22:00:00.000Z,229798007104984,40,52,,-9,60
790,주거단지,2022-02-17T23:00:00.000Z,225399960593880,49,65,1497.0,-6,56
791,미래형 자동차1,2022-02-17T23:00:00.000Z,226499472221656,23,29,1653.0,-2,46
792,미래형 자동차2,2022-02-17T23:00:00.000Z,227598983849432,44,56,1342.0,-4,48
793,미래형 자동차3,2022-02-17T23:00:00.000Z,228698495477208,43,51,1480.0,-3,48
794,R&D 연구시설단지,2022-02-17T23:00:00.000Z,229798007104984,38,49,,-3,46
795,주거단지,2022-02-18T00:00:00.000Z,225399960593880,51,66,1712.0,-2,43
796,미래형 자동차1,2022-02-18T00:00:00.000Z,226499472221656,29,37,1485.0,2,34
797,미래형 자동차2,2022-02-18T00:00:00.000Z,227598983849432,49,62,1301.0,3,34
798,미래형 자동차3,2022-02-18T00:00:00.000Z,228698495477208,46,56,1420.0,2,35
799,R&D 연구시설단지,2022-02-18T00:00:00.000Z,229798007104984,41,52,1872.0,1,35
800,주거단지,2022-02-18T01:00:00.000Z,225399960593880,48,62,1551.0,3,29
801,미래형 자동차1,2022-02-18T01:00:00.000Z,226499472221656,29,37,727.0,5,27
802,미래형 자동차2,2022-02-18T01:00:00.000Z,227598983849432,47,60,1121.0,6,26
803,미래형 자동차3,2022-02-18T01:00:00.000Z,228698495477208,46,55,1290.0,5,28
804,R&D 연구시설단지,2022-02-18T01:00:00.000Z,229798007104984,38,49,1750.0,2,30
805,주거단지,2022-02-18T02:00:00.000Z,225399960593880,45,57,1612.0,7,23
806,미래형 자동차1,2022-02-18T02:00:00.000Z,226499472221656,27,35,284.0,7,23
807,미래형 자동차2,2022-02-18T02:00:00.000Z,227598983849432,44,56,978.0,10,22
808,미래형 자동차3,2022-02-18T02:00:00.000Z,228698495477208,42,51,1131.0,7,25
809,R&D 연구시설단지,2022-02-18T02:00:00.000Z,229798007104984,36,46,1567.0,4,26
810,주거단지,2022-02-18T03:00:00.000Z,225399960593880,34,41,1060.0,9,23
811,미래형 자동차1,2022-02-18T03:00:00.000Z,226499472221656,20,26,218.0,8,25
812,미래형 자동차2,2022-02-18T03:00:00.000Z,227598983849432,34,40,759.0,11,22
813,미래형 자동차3,2022-02-18T03:00:00.000Z,228698495477208,32,37,899.0,8,26
814,R&D 연구시설단지,2022-02-18T03:00:00.000Z,229798007104984,25,32,1080.0,7,26
815,주거단지,2022-02-18T04:00:00.000Z,225399960593880,20,22,734.0,12,20
816,미래형 자동차1,2022-02-18T04:00:00.000Z,226499472221656,15,19,192.0,11,23
817,미래형 자동차2,2022-02-18T04:00:00.000Z,227598983849432,21,23,733.0,10,24
818,미래형 자동차3,2022-02-18T04:00:00.000Z,228698495477208,18,19,778.0,9,25
819,R&D 연구시설단지,2022-02-18T04:00:00.000Z,229798007104984,18,23,391.0,9,25
820,주거단지,2022-02-18T05:00:00.000Z,225399960593880,19,21,683.0,12,19
821,미래형 자동차1,2022-02-18T05:00:00.000Z,226499472221656,14,18,200.0,11,21
822,미래형 자동차2,2022-02-18T05:00:00.000Z,227598983849432,20,22,747.0,10,23
823,미래형 자동차3,2022-02-18T05:00:00.000Z,228698495477208,18,19,837.0,9,25
824,R&D 연구시설단지,2022-02-18T05:00:00.000Z,229798007104984,17,21,304.0,10,22
825,주거단지,2022-02-18T06:00:00.000Z,225399960593880,21,24,637.0,10,21
826,미래형 자동차1,2022-02-18T06:00:00.000Z,226499472221656,16,20,213.0,9,22
827,미래형 자동차2,2022-02-18T06:00:00.000Z,227598983849432,22,24,724.0,10,22
828,미래형 자동차3,2022-02-18T06:00:00.000Z,228698495477208,19,20,781.0,9,24
829,R&D 연구시설단지,2022-02-18T06:00:00.000Z,229798007104984,17,22,288.0,10,21
830,주거단지,2022-02-18T07:00:00.000Z,225399960593880,25,29,526.0,8,23
831,미래형 자동차1,2022-02-18T07:00:00.000Z,226499472221656,16,21,220.0,8,24
832,미래형 자동차2,2022-02-18T07:00:00.000Z,227598983849432,24,26,706.0,9,23
833,미래형 자동차3,2022-02-18T07:00:00.000Z,228698495477208,21,22,794.0,9,23
834,R&D 연구시설단지,2022-02-18T07:00:00.000Z,229798007104984,18,23,308.0,10,20
835,주거단지,2022-02-18T08:00:00.000Z,225399960593880,20,23,759.0,8,24
836,미래형 자동차1,2022-02-18T08:00:00.000Z,226499472221656,14,17,226.0,8,25
837,미래형 자동차2,2022-02-18T08:00:00.000Z,227598983849432,17,19,723.0,8,24
838,미래형 자동차3,2022-02-18T08:00:00.000Z,228698495477208,16,17,818.0,8,24
839,R&D 연구시설단지,2022-02-18T08:00:00.000Z,229798007104984,15,19,462.0,8,23
840,주거단지,2022-02-18T09:00:00.000Z,225399960593880,28,33,1347.0,6,27
841,미래형 자동차1,2022-02-18T09:00:00.000Z,226499472221656,17,21,543.0,6,29
842,미래형 자동차2,2022-02-18T09:00:00.000Z,227598983849432,24,27,878.0,6,29
843,미래형 자동차3,2022-02-18T09:00:00.000Z,228698495477208,22,24,903.0,5,29
844,R&D 연구시설단지,2022-02-18T09:00:00.000Z,229798007104984,17,22,1022.0,5,28
845,주거단지,2022-02-18T10:00:00.000Z,225399960593880,33,39,1683.0,5,31
846,미래형 자동차1,2022-02-18T10:00:00.000Z,226499472221656,19,24,724.0,4,32
847,미래형 자동차2,2022-02-18T10:00:00.000Z,227598983849432,28,32,907.0,4,34
848,미래형 자동차3,2022-02-18T10:00:00.000Z,228698495477208,26,28,1046.0,4,34
849,R&D 연구시설단지,2022-02-18T10:00:00.000Z,229798007104984,21,27,,3,34
850,주거단지,2022-02-18T11:00:00.000Z,225399960593880,35,43,1586.0,3,35
851,미래형 자동차1,2022-02-18T11:00:00.000Z,226499472221656,17,22,288.0,2,40
852,미래형 자동차2,2022-02-18T11:00:00.000Z,227598983849432,28,32,1036.0,3,39
853,미래형 자동차3,2022-02-18T11:00:00.000Z,228698495477208,26,28,1036.0,3,38
854,R&D 연구시설단지,2022-02-18T11:00:00.000Z,229798007104984,21,26,1358.0,2,39
855,주거단지,2022-02-18T12:00:00.000Z,225399960593880,35,44,1554.0,3,38
856,미래형 자동차1,2022-02-18T12:00:00.000Z,226499472221656,23,30,300.0,2,44
857,미래형 자동차2,2022-02-18T12:00:00.000Z,227598983849432,30,35,1259.0,2,42
858,미래형 자동차3,2022-02-18T12:00:00.000Z,228698495477208,28,31,1332.0,2,42
859,R&D 연구시설단지,2022-02-18T12:00:00.000Z,229798007104984,22,28,1595.0,2,41
860,주거단지,2022-02-18T13:00:00.000Z,225399960593880,39,49,,2,41
861,미래형 자동차1,2022-02-18T13:00:00.000Z,226499472221656,23,29,594.0,1,45
862,미래형 자동차2,2022-02-18T13:00:00.000Z,227598983849432,32,37,1059.0,1,47
863,미래형 자동차3,2022-02-18T13:00:00.000Z,228698495477208,30,33,1336.0,1,47
864,R&D 연구시설단지,2022-02-18T13:00:00.000Z,229798007104984,25,32,1605.0,1,47
865,주거단지,2022-02-18T14:00:00.000Z,225399960593880,38,49,1689.0,2,43
866,미래형 자동차1,2022-02-18T14:00:00.000Z,226499472221656,21,26,766.0,1,49
867,미래형 자동차2,2022-02-18T14:00:00.000Z,227598983849432,35,42,1126.0,1,50
868,미래형 자동차3,2022-02-18T14:00:00.000Z,228698495477208,33,37,1299.0,1,50
869,R&D 연구시설단지,2022-02-18T14:00:00.000Z,229798007104984,29,37,1575.0,0,51
870,주거단지,2022-02-18T15:00:00.000Z,225399960593880,38,48,1636.0,1,46
871,미래형 자동차1,2022-02-18T15:00:00.000Z,226499472221656,21,27,612.0,0,49
872,미래형 자동차2,2022-02-18T15:00:00.000Z,227598983849432,35,43,1219.0,0,50
873,미래형 자동차3,2022-02-18T15:00:00.000Z,228698495477208,34,37,1465.0,0,50
874,R&D 연구시설단지,2022-02-18T15:00:00.000Z,229798007104984,29,36,1396.0,0,51
875,주거단지,2022-02-18T16:00:00.000Z,225399960593880,38,48,1728.0,1,47
876,미래형 자동차1,2022-02-18T16:00:00.000Z,226499472221656,20,26,1143.0,0,52
877,미래형 자동차2,2022-02-18T16:00:00.000Z,227598983849432,36,43,1205.0,1,52
878,미래형 자동차3,2022-02-18T16:00:00.000Z,228698495477208,33,36,1295.0,1,50
879,R&D 연구시설단지,2022-02-18T16:00:00.000Z,229798007104984,29,37,1688.0,0,51
880,주거단지,2022-02-18T17:00:00.000Z,225399960593880,41,52,1446.0,1,48
881,미래형 자동차1,2022-02-18T17:00:00.000Z,226499472221656,22,28,806.0,0,53
882,미래형 자동차2,2022-02-18T17:00:00.000Z,227598983849432,40,50,1388.0,1,51
883,미래형 자동차3,2022-02-18T17:00:00.000Z,228698495477208,38,44,1369.0,1,51
884,R&D 연구시설단지,2022-02-18T17:00:00.000Z,229798007104984,34,44,1888.0,0,50
885,주거단지,2022-02-18T18:00:00.000Z,225399960593880,40,51,1578.0,1,49
886,미래형 자동차1,2022-02-18T18:00:00.000Z,226499472221656,22,29,1029.0,0,53
887,미래형 자동차2,2022-02-18T18:00:00.000Z,227598983849432,38,46,1287.0,0,53
